"departure_airport","departure_date","amount"
Новокузнецк - Спиченково,2017-06-25,5
Оренбург - Оренбург-Центральный,2017-06-25,5
Нижний Новгород - Стригино,2017-06-25,5
Южно-Сахалинск - Хомутово,2017-06-25,5
Волгоград - Гумрак,2017-06-25,5
Чебоксары - Чебоксары,2017-06-25,5
Сыктывкар - Сыктывкар,2017-06-25,5
Краснодар - Краснодар,2017-06-25,5
Ноябрьск - Ноябрьск,2017-06-25,4
Йошкар-Ола - Йошкар-Ола,2017-06-25,4
Тамбов - Донское,2017-06-25,4
Якутск - Якутск,2017-06-25,4
Курган - Курган,2017-06-25,4
Томск - Богашёво,2017-06-25,4
Саратов - Саратов-Центральный,2017-06-25,4
Минеральные Воды - Минеральные Воды,2017-06-25,4
Абакан - Абакан,2017-06-25,4
Пенза - Пенза,2017-06-25,4
Нижнекамск - Бегишево,2017-06-25,4
Магнитогорск - Магнитогорск,2017-06-25,4
Ставрополь - Ставрополь,2017-06-25,3
Нальчик - Нальчик,2017-06-25,3
Нарьян-Мар - Нарьян-Мар,2017-06-25,3
Омск - Омск-Центральный,2017-06-25,3
Нижневартовск - Нижневартовск,2017-06-25,3
Астрахань - Астрахань,2017-06-25,3
Самара - Курумоч,2017-06-25,3
Барнаул - Барнаул,2017-06-25,3
Когалым - Когалым,2017-06-25,3
Махачкала - Уйташ,2017-06-25,3
Ухта - Ухта,2017-06-25,3
Ульяновск - Ульяновск-Восточный,2017-06-25,3
Череповец - Череповец,2017-06-25,3
Усть-Илимск - Усть-Илимск,2017-06-25,3
Владивосток - Владивосток,2017-06-25,3
Калининград - Храброво,2017-06-25,3
Бугульма - Бугульма,2017-06-25,3
Ярославль - Туношна,2017-06-25,2
Псков - Псков,2017-06-25,2
Мурманск - Мурманск,2017-06-25,2
Надым - Надым,2017-06-25,2
Курск - Курск-Восточный,2017-06-25,2
Анапа - Витязево,2017-06-25,2
Горно-Алтайск - Горно-Алтайск,2017-06-25,2
Чита - Чита,2017-06-25,2
Норильск - Норильск,2017-06-25,2
Владикавказ - Беслан,2017-06-25,2
Нерюнгри - Чульман,2017-06-25,2
Воронеж - Воронеж,2017-06-25,2
Саранск - Саранск,2017-06-25,2
Салехард - Салехард,2017-06-25,2
Орск - Орск,2017-06-25,2
Урай - Петрозаводск,2017-06-25,2
Благовещенск - Игнатьево,2017-06-25,1
Геленджик - Геленджик,2017-06-25,1
Комсомольск-на-Амуре - Хурба,2017-06-25,1
Калуга - Калуга,2017-06-25,1
Ижевск - Ижевск,2017-06-25,1
Кемерово - Кемерово,2017-06-25,1
Стрежевой - Стрежевой,2017-06-25,1
Удачный - Полярный,2017-06-25,1
Магадан - Магадан,2017-06-25,1
Усть-Кут - Усть-Кут,2017-06-25,1
Нягань - Нягань,2017-06-25,1
Грозный - Грозный,2017-06-25,1
Нефтеюганск - Нефтеюганск,2017-06-25,1
Улан-Удэ - Байкал,2017-06-25,1
Братск - Братск,2017-06-25,1
Анадырь - Анадырь,2017-06-25,1
Москва - Домодедово,2017-06-26,53
Москва - Шереметьево,2017-06-26,46
Санкт-Петербург - Пулково,2017-06-26,32
Москва - Внуково,2017-06-26,28
Новосибирск - Толмачёво,2017-06-26,19
Екатеринбург - Кольцово,2017-06-26,12
Красноярск - Емельяново,2017-06-26,11
Брянск - Брянск,2017-06-26,10
Ростов-на-Дону - Ростов-на-Дону,2017-06-26,10
Пермь - Пермь,2017-06-26,10
Советский - Советский,2017-06-26,9
Сочи - Сочи,2017-06-26,9
Тюмень - Рощино,2017-06-26,9
Новый Уренгой - Новый Уренгой,2017-06-26,9
Сургут - Сургут,2017-06-26,8
Ханты-Мансийск - Ханты-Мансийск,2017-06-26,8
Казань - Казань,2017-06-26,7
Челябинск - Челябинск,2017-06-26,7
Нижний Новгород - Стригино,2017-06-26,7
Новокузнецк - Спиченково,2017-06-26,7
Уфа - Уфа,2017-06-26,6
Волгоград - Гумрак,2017-06-26,6
Ульяновск - Баратаевка,2017-06-26,6
Хабаровск - Хабаровск-Новый,2017-06-26,6
Мирный - Мирный,2017-06-26,6
Киров - Победилово,2017-06-26,6
Петрозаводск - Бесовец,2017-06-26,6
Белгород - Белгород,2017-06-26,6
Иркутск - Иркутск,2017-06-26,6
Томск - Богашёво,2017-06-26,5
Оренбург - Оренбург-Центральный,2017-06-26,5
Чебоксары - Чебоксары,2017-06-26,5
Нерюнгри - Чульман,2017-06-26,4
Воркута - Воркута,2017-06-26,4
Южно-Сахалинск - Хомутово,2017-06-26,4
Саратов - Саратов-Центральный,2017-06-26,4
Элиста - Элиста,2017-06-26,4
Тамбов - Донское,2017-06-26,4
Йошкар-Ола - Йошкар-Ола,2017-06-26,4
Магнитогорск - Магнитогорск,2017-06-26,4
Когалым - Когалым,2017-06-26,4
Сыктывкар - Сыктывкар,2017-06-26,4
Омск - Омск-Центральный,2017-06-26,4
Пенза - Пенза,2017-06-26,4
Архангельск - Талаги,2017-06-26,4
Ульяновск - Ульяновск-Восточный,2017-06-26,3
Минеральные Воды - Минеральные Воды,2017-06-26,3
Нальчик - Нальчик,2017-06-26,3
Норильск - Норильск,2017-06-26,3
Самара - Курумоч,2017-06-26,3
Абакан - Абакан,2017-06-26,3
Нижнекамск - Бегишево,2017-06-26,3
Надым - Надым,2017-06-26,3
Нижневартовск - Нижневартовск,2017-06-26,3
Бугульма - Бугульма,2017-06-26,3
Краснодар - Краснодар,2017-06-26,3
Усть-Илимск - Усть-Илимск,2017-06-26,3
Махачкала - Уйташ,2017-06-26,3
Ухта - Ухта,2017-06-26,3
Курган - Курган,2017-06-26,3
Владивосток - Владивосток,2017-06-26,3
Астрахань - Астрахань,2017-06-26,2
Псков - Псков,2017-06-26,2
Урай - Петрозаводск,2017-06-26,2
Улан-Удэ - Байкал,2017-06-26,2
Барнаул - Барнаул,2017-06-26,2
Калуга - Калуга,2017-06-26,2
Ноябрьск - Ноябрьск,2017-06-26,2
Горно-Алтайск - Горно-Алтайск,2017-06-26,2
Саранск - Саранск,2017-06-26,2
Усинск - Усинск,2017-06-26,2
Якутск - Якутск,2017-06-26,2
Анапа - Витязево,2017-06-26,2
Мурманск - Мурманск,2017-06-26,2
Нарьян-Мар - Нарьян-Мар,2017-06-26,2
Владикавказ - Беслан,2017-06-26,2
Курск - Курск-Восточный,2017-06-26,2
Череповец - Череповец,2017-06-26,2
Салехард - Салехард,2017-06-26,2
Воронеж - Воронеж,2017-06-26,2
Калининград - Храброво,2017-06-26,2
Стрежевой - Стрежевой,2017-06-26,1
Ставрополь - Ставрополь,2017-06-26,1
Чита - Чита,2017-06-26,1
Ижевск - Ижевск,2017-06-26,1
Белоярский - Белоярский,2017-06-26,1
Грозный - Грозный,2017-06-26,1
Кызыл - Кызыл,2017-06-26,1
Удачный - Полярный,2017-06-26,1
Липецк - Липецк,2017-06-26,1
Нягань - Нягань,2017-06-26,1
Братск - Братск,2017-06-26,1
Ярославль - Туношна,2017-06-26,1
Орск - Орск,2017-06-26,1
Кемерово - Кемерово,2017-06-26,1
Усть-Кут - Усть-Кут,2017-06-26,1
Петропавловск-Камчатский - Елизово,2017-06-26,1
Благовещенск - Игнатьево,2017-06-26,1
Москва - Домодедово,2017-06-27,55
Москва - Шереметьево,2017-06-27,51
Санкт-Петербург - Пулково,2017-06-27,30
Москва - Внуково,2017-06-27,29
Новосибирск - Толмачёво,2017-06-27,17
Красноярск - Емельяново,2017-06-27,11
Пермь - Пермь,2017-06-27,10
Екатеринбург - Кольцово,2017-06-27,10
Брянск - Брянск,2017-06-27,10
Советский - Советский,2017-06-27,9
Ростов-на-Дону - Ростов-на-Дону,2017-06-27,9
Новый Уренгой - Новый Уренгой,2017-06-27,8
Сургут - Сургут,2017-06-27,8
Сочи - Сочи,2017-06-27,8
Ханты-Мансийск - Ханты-Мансийск,2017-06-27,8
Казань - Казань,2017-06-27,8
Челябинск - Челябинск,2017-06-27,7
Хабаровск - Хабаровск-Новый,2017-06-27,7
Ульяновск - Баратаевка,2017-06-27,7
Мирный - Мирный,2017-06-27,6
Петрозаводск - Бесовец,2017-06-27,6
Новокузнецк - Спиченково,2017-06-27,6
Уфа - Уфа,2017-06-27,6
Киров - Победилово,2017-06-27,6
Белгород - Белгород,2017-06-27,6
Тюмень - Рощино,2017-06-27,6
Иркутск - Иркутск,2017-06-27,5
Элиста - Элиста,2017-06-27,5
Нижний Новгород - Стригино,2017-06-27,5
Оренбург - Оренбург-Центральный,2017-06-27,5
Волгоград - Гумрак,2017-06-27,5
Чебоксары - Чебоксары,2017-06-27,5
Архангельск - Талаги,2017-06-27,5
Томск - Богашёво,2017-06-27,5
Южно-Сахалинск - Хомутово,2017-06-27,4
Курган - Курган,2017-06-27,4
Воркута - Воркута,2017-06-27,4
Сыктывкар - Сыктывкар,2017-06-27,4
Йошкар-Ола - Йошкар-Ола,2017-06-27,4
Магнитогорск - Магнитогорск,2017-06-27,4
Ульяновск - Ульяновск-Восточный,2017-06-27,4
Нижнекамск - Бегишево,2017-06-27,4
Ставрополь - Ставрополь,2017-06-27,4
Тамбов - Донское,2017-06-27,4
Пенза - Пенза,2017-06-27,4
Саратов - Саратов-Центральный,2017-06-27,4
Абакан - Абакан,2017-06-27,4
Нальчик - Нальчик,2017-06-27,3
Бугульма - Бугульма,2017-06-27,3
Калининград - Храброво,2017-06-27,3
Минеральные Воды - Минеральные Воды,2017-06-27,3
Когалым - Когалым,2017-06-27,3
Омск - Омск-Центральный,2017-06-27,3
Самара - Курумоч,2017-06-27,3
Нерюнгри - Чульман,2017-06-27,3
Нижневартовск - Нижневартовск,2017-06-27,3
Нарьян-Мар - Нарьян-Мар,2017-06-27,3
Анапа - Витязево,2017-06-27,3
Геленджик - Геленджик,2017-06-27,3
Владивосток - Владивосток,2017-06-27,3
Ноябрьск - Ноябрьск,2017-06-27,3
Усть-Илимск - Усть-Илимск,2017-06-27,3
Ухта - Ухта,2017-06-27,3
Махачкала - Уйташ,2017-06-27,3
Краснодар - Краснодар,2017-06-27,3
Калуга - Калуга,2017-06-27,3
Урай - Петрозаводск,2017-06-27,2
Норильск - Норильск,2017-06-27,2
Грозный - Грозный,2017-06-27,2
Якутск - Якутск,2017-06-27,2
Мурманск - Мурманск,2017-06-27,2
Салехард - Салехард,2017-06-27,2
Белоярский - Белоярский,2017-06-27,2
Воронеж - Воронеж,2017-06-27,2
Кемерово - Кемерово,2017-06-27,2
Курск - Курск-Восточный,2017-06-27,2
Саранск - Саранск,2017-06-27,2
Иваново - Иваново-Южный,2017-06-27,2
Барнаул - Барнаул,2017-06-27,2
Владикавказ - Беслан,2017-06-27,2
Астрахань - Астрахань,2017-06-27,2
Череповец - Череповец,2017-06-27,2
Горно-Алтайск - Горно-Алтайск,2017-06-27,2
Усть-Кут - Усть-Кут,2017-06-27,1
Анадырь - Анадырь,2017-06-27,1
Кызыл - Кызыл,2017-06-27,1
Магадан - Магадан,2017-06-27,1
Нефтеюганск - Нефтеюганск,2017-06-27,1
Чита - Чита,2017-06-27,1
Надым - Надым,2017-06-27,1
Липецк - Липецк,2017-06-27,1
Улан-Удэ - Байкал,2017-06-27,1
Братск - Братск,2017-06-27,1
Ярославль - Туношна,2017-06-27,1
Благовещенск - Игнатьево,2017-06-27,1
Ижевск - Ижевск,2017-06-27,1
Псков - Псков,2017-06-27,1
Нягань - Нягань,2017-06-27,1
Удачный - Полярный,2017-06-27,1
Орск - Орск,2017-06-27,1
Стрежевой - Стрежевой,2017-06-27,1
Москва - Домодедово,2017-06-28,49
Москва - Шереметьево,2017-06-28,49
Санкт-Петербург - Пулково,2017-06-28,33
Москва - Внуково,2017-06-28,26
Новосибирск - Толмачёво,2017-06-28,17
Екатеринбург - Кольцово,2017-06-28,12
Красноярск - Емельяново,2017-06-28,12
Сочи - Сочи,2017-06-28,11
Пермь - Пермь,2017-06-28,11
Сургут - Сургут,2017-06-28,10
Брянск - Брянск,2017-06-28,10
Ханты-Мансийск - Ханты-Мансийск,2017-06-28,10
Советский - Советский,2017-06-28,9
Ростов-на-Дону - Ростов-на-Дону,2017-06-28,9
Казань - Казань,2017-06-28,8
Новый Уренгой - Новый Уренгой,2017-06-28,8
Челябинск - Челябинск,2017-06-28,7
Мирный - Мирный,2017-06-28,7
Тюмень - Рощино,2017-06-28,7
Иркутск - Иркутск,2017-06-28,7
Уфа - Уфа,2017-06-28,7
Новокузнецк - Спиченково,2017-06-28,6
Киров - Победилово,2017-06-28,6
Краснодар - Краснодар,2017-06-28,6
Хабаровск - Хабаровск-Новый,2017-06-28,6
Ульяновск - Баратаевка,2017-06-28,6
Белгород - Белгород,2017-06-28,6
Нижний Новгород - Стригино,2017-06-28,6
Архангельск - Талаги,2017-06-28,6
Йошкар-Ола - Йошкар-Ола,2017-06-28,5
Оренбург - Оренбург-Центральный,2017-06-28,5
Волгоград - Гумрак,2017-06-28,5
Воркута - Воркута,2017-06-28,5
Абакан - Абакан,2017-06-28,5
Элиста - Элиста,2017-06-28,5
Чебоксары - Чебоксары,2017-06-28,5
Петрозаводск - Бесовец,2017-06-28,5
Якутск - Якутск,2017-06-28,4
Тамбов - Донское,2017-06-28,4
Сыктывкар - Сыктывкар,2017-06-28,4
Южно-Сахалинск - Хомутово,2017-06-28,4
Надым - Надым,2017-06-28,4
Саратов - Саратов-Центральный,2017-06-28,4
Нижнекамск - Бегишево,2017-06-28,4
Пенза - Пенза,2017-06-28,4
Махачкала - Уйташ,2017-06-28,4
Магнитогорск - Магнитогорск,2017-06-28,4
Нижневартовск - Нижневартовск,2017-06-28,4
Минеральные Воды - Минеральные Воды,2017-06-28,4
Самара - Курумоч,2017-06-28,3
Нальчик - Нальчик,2017-06-28,3
Чита - Чита,2017-06-28,3
Барнаул - Барнаул,2017-06-28,3
Ульяновск - Ульяновск-Восточный,2017-06-28,3
Когалым - Когалым,2017-06-28,3
Курск - Курск-Восточный,2017-06-28,3
Калининград - Храброво,2017-06-28,3
Ухта - Ухта,2017-06-28,3
Бугульма - Бугульма,2017-06-28,3
Астрахань - Астрахань,2017-06-28,3
Владивосток - Владивосток,2017-06-28,3
Омск - Омск-Центральный,2017-06-28,3
Томск - Богашёво,2017-06-28,3
Нарьян-Мар - Нарьян-Мар,2017-06-28,3
Анапа - Витязево,2017-06-28,2
Салехард - Салехард,2017-06-28,2
Ноябрьск - Ноябрьск,2017-06-28,2
Нерюнгри - Чульман,2017-06-28,2
Ярославль - Туношна,2017-06-28,2
Череповец - Череповец,2017-06-28,2
Урай - Петрозаводск,2017-06-28,2
Курган - Курган,2017-06-28,2
Усть-Илимск - Усть-Илимск,2017-06-28,2
Саранск - Саранск,2017-06-28,2
Норильск - Норильск,2017-06-28,2
Геленджик - Геленджик,2017-06-28,2
Кемерово - Кемерово,2017-06-28,2
Мурманск - Мурманск,2017-06-28,2
Владикавказ - Беслан,2017-06-28,2
Воронеж - Воронеж,2017-06-28,2
Усть-Кут - Усть-Кут,2017-06-28,1
Стрежевой - Стрежевой,2017-06-28,1
Братск - Братск,2017-06-28,1
Горно-Алтайск - Горно-Алтайск,2017-06-28,1
Ставрополь - Ставрополь,2017-06-28,1
Нефтеюганск - Нефтеюганск,2017-06-28,1
Комсомольск-на-Амуре - Хурба,2017-06-28,1
Калуга - Калуга,2017-06-28,1
Грозный - Грозный,2017-06-28,1
Ижевск - Ижевск,2017-06-28,1
Орск - Орск,2017-06-28,1
Магадан - Магадан,2017-06-28,1
Псков - Псков,2017-06-28,1
Анадырь - Анадырь,2017-06-28,1
Петропавловск-Камчатский - Елизово,2017-06-28,1
Благовещенск - Игнатьево,2017-06-28,1
Москва - Домодедово,2017-06-29,54
Москва - Шереметьево,2017-06-29,49
Санкт-Петербург - Пулково,2017-06-29,30
Москва - Внуково,2017-06-29,30
Новосибирск - Толмачёво,2017-06-29,17
Красноярск - Емельяново,2017-06-29,12
Екатеринбург - Кольцово,2017-06-29,12
Ростов-на-Дону - Ростов-на-Дону,2017-06-29,11
Пермь - Пермь,2017-06-29,10
Брянск - Брянск,2017-06-29,10
Новый Уренгой - Новый Уренгой,2017-06-29,9
Сочи - Сочи,2017-06-29,9
Советский - Советский,2017-06-29,9
Сургут - Сургут,2017-06-29,8
Ханты-Мансийск - Ханты-Мансийск,2017-06-29,8
Казань - Казань,2017-06-29,8
Ульяновск - Баратаевка,2017-06-29,7
Хабаровск - Хабаровск-Новый,2017-06-29,7
Тюмень - Рощино,2017-06-29,7
Петрозаводск - Бесовец,2017-06-29,7
Уфа - Уфа,2017-06-29,6
Киров - Победилово,2017-06-29,6
Белгород - Белгород,2017-06-29,6
Мирный - Мирный,2017-06-29,6
Челябинск - Челябинск,2017-06-29,6
Курган - Курган,2017-06-29,6
Иркутск - Иркутск,2017-06-29,6
Нижний Новгород - Стригино,2017-06-29,6
Архангельск - Талаги,2017-06-29,5
Южно-Сахалинск - Хомутово,2017-06-29,5
Воркута - Воркута,2017-06-29,5
Чебоксары - Чебоксары,2017-06-29,5
Элиста - Элиста,2017-06-29,5
Новокузнецк - Спиченково,2017-06-29,5
Волгоград - Гумрак,2017-06-29,5
Ноябрьск - Ноябрьск,2017-06-29,5
Оренбург - Оренбург-Центральный,2017-06-29,5
Томск - Богашёво,2017-06-29,5
Нижнекамск - Бегишево,2017-06-29,4
Сыктывкар - Сыктывкар,2017-06-29,4
Пенза - Пенза,2017-06-29,4
Магнитогорск - Магнитогорск,2017-06-29,4
Йошкар-Ола - Йошкар-Ола,2017-06-29,4
Тамбов - Донское,2017-06-29,4
Усть-Илимск - Усть-Илимск,2017-06-29,4
Саратов - Саратов-Центральный,2017-06-29,4
Улан-Удэ - Байкал,2017-06-29,3
Самара - Курумоч,2017-06-29,3
Ульяновск - Ульяновск-Восточный,2017-06-29,3
Нерюнгри - Чульман,2017-06-29,3
Бугульма - Бугульма,2017-06-29,3
Минеральные Воды - Минеральные Воды,2017-06-29,3
Геленджик - Геленджик,2017-06-29,3
Нижневартовск - Нижневартовск,2017-06-29,3
Омск - Омск-Центральный,2017-06-29,3
Махачкала - Уйташ,2017-06-29,3
Когалым - Когалым,2017-06-29,3
Калуга - Калуга,2017-06-29,3
Ухта - Ухта,2017-06-29,3
Нальчик - Нальчик,2017-06-29,3
Краснодар - Краснодар,2017-06-29,3
Владивосток - Владивосток,2017-06-29,3
Абакан - Абакан,2017-06-29,3
Норильск - Норильск,2017-06-29,2
Анапа - Витязево,2017-06-29,2
Курск - Курск-Восточный,2017-06-29,2
Мурманск - Мурманск,2017-06-29,2
Астрахань - Астрахань,2017-06-29,2
Белоярский - Белоярский,2017-06-29,2
Владикавказ - Беслан,2017-06-29,2
Надым - Надым,2017-06-29,2
Псков - Псков,2017-06-29,2
Барнаул - Барнаул,2017-06-29,2
Ставрополь - Ставрополь,2017-06-29,2
Нарьян-Мар - Нарьян-Мар,2017-06-29,2
Урай - Петрозаводск,2017-06-29,2
Салехард - Салехард,2017-06-29,2
Саранск - Саранск,2017-06-29,2
Якутск - Якутск,2017-06-29,2
Воронеж - Воронеж,2017-06-29,2
Орск - Орск,2017-06-29,2
Череповец - Череповец,2017-06-29,2
Калининград - Храброво,2017-06-29,2
Анадырь - Анадырь,2017-06-29,1
Ярославль - Туношна,2017-06-29,1
Горно-Алтайск - Горно-Алтайск,2017-06-29,1
Чита - Чита,2017-06-29,1
Усть-Кут - Усть-Кут,2017-06-29,1
Братск - Братск,2017-06-29,1
Грозный - Грозный,2017-06-29,1
Благовещенск - Игнатьево,2017-06-29,1
Кемерово - Кемерово,2017-06-29,1
Нефтеюганск - Нефтеюганск,2017-06-29,1
Магадан - Магадан,2017-06-29,1
Ижевск - Ижевск,2017-06-29,1
Стрежевой - Стрежевой,2017-06-29,1
Липецк - Липецк,2017-06-29,1
Кызыл - Кызыл,2017-06-29,1
Москва - Домодедово,2017-06-30,51
Москва - Шереметьево,2017-06-30,47
Санкт-Петербург - Пулково,2017-06-30,30
Москва - Внуково,2017-06-30,26
Новосибирск - Толмачёво,2017-06-30,17
Красноярск - Емельяново,2017-06-30,11
Екатеринбург - Кольцово,2017-06-30,10
Брянск - Брянск,2017-06-30,10
Пермь - Пермь,2017-06-30,10
Советский - Советский,2017-06-30,9
Ростов-на-Дону - Ростов-на-Дону,2017-06-30,9
Сургут - Сургут,2017-06-30,8
Новый Уренгой - Новый Уренгой,2017-06-30,8
Ханты-Мансийск - Ханты-Мансийск,2017-06-30,8
Сочи - Сочи,2017-06-30,8
Казань - Казань,2017-06-30,7
Тюмень - Рощино,2017-06-30,6
Ульяновск - Баратаевка,2017-06-30,6
Хабаровск - Хабаровск-Новый,2017-06-30,6
Киров - Победилово,2017-06-30,6
Уфа - Уфа,2017-06-30,6
Мирный - Мирный,2017-06-30,6
Челябинск - Челябинск,2017-06-30,6
Белгород - Белгород,2017-06-30,6
Волгоград - Гумрак,2017-06-30,5
Оренбург - Оренбург-Центральный,2017-06-30,5
Петрозаводск - Бесовец,2017-06-30,5
Чебоксары - Чебоксары,2017-06-30,5
Нижний Новгород - Стригино,2017-06-30,5
Новокузнецк - Спиченково,2017-06-30,5
Иркутск - Иркутск,2017-06-30,5
Магнитогорск - Магнитогорск,2017-06-30,4
Сыктывкар - Сыктывкар,2017-06-30,4
Йошкар-Ола - Йошкар-Ола,2017-06-30,4
Южно-Сахалинск - Хомутово,2017-06-30,4
Тамбов - Донское,2017-06-30,4
Омск - Омск-Центральный,2017-06-30,4
Элиста - Элиста,2017-06-30,4
Воркута - Воркута,2017-06-30,4
Саратов - Саратов-Центральный,2017-06-30,4
Пенза - Пенза,2017-06-30,4
Архангельск - Талаги,2017-06-30,4
Нижневартовск - Нижневартовск,2017-06-30,3
Минеральные Воды - Минеральные Воды,2017-06-30,3
Махачкала - Уйташ,2017-06-30,3
Когалым - Когалым,2017-06-30,3
Абакан - Абакан,2017-06-30,3
Самара - Курумоч,2017-06-30,3
Нарьян-Мар - Нарьян-Мар,2017-06-30,3
Ульяновск - Ульяновск-Восточный,2017-06-30,3
Краснодар - Краснодар,2017-06-30,3
Томск - Богашёво,2017-06-30,3
Норильск - Норильск,2017-06-30,3
Бугульма - Бугульма,2017-06-30,3
Владивосток - Владивосток,2017-06-30,3
Ухта - Ухта,2017-06-30,3
Нижнекамск - Бегишево,2017-06-30,3
Нальчик - Нальчик,2017-06-30,3
Курск - Курск-Восточный,2017-06-30,2
Курган - Курган,2017-06-30,2
Барнаул - Барнаул,2017-06-30,2
Урай - Петрозаводск,2017-06-30,2
Анапа - Витязево,2017-06-30,2
Воронеж - Воронеж,2017-06-30,2
Астрахань - Астрахань,2017-06-30,2
Якутск - Якутск,2017-06-30,2
Усть-Илимск - Усть-Илимск,2017-06-30,2
Мурманск - Мурманск,2017-06-30,2
Калининград - Храброво,2017-06-30,2
Нерюнгри - Чульман,2017-06-30,2
Ставрополь - Ставрополь,2017-06-30,2
Владикавказ - Беслан,2017-06-30,2
Череповец - Череповец,2017-06-30,2
Ноябрьск - Ноябрьск,2017-06-30,2
Салехард - Салехард,2017-06-30,2
Саранск - Саранск,2017-06-30,2
Калуга - Калуга,2017-06-30,1
Чита - Чита,2017-06-30,1
Ярославль - Туношна,2017-06-30,1
Горно-Алтайск - Горно-Алтайск,2017-06-30,1
Усть-Кут - Усть-Кут,2017-06-30,1
Липецк - Липецк,2017-06-30,1
Надым - Надым,2017-06-30,1
Грозный - Грозный,2017-06-30,1
Ижевск - Ижевск,2017-06-30,1
Стрежевой - Стрежевой,2017-06-30,1
Благовещенск - Игнатьево,2017-06-30,1
Братск - Братск,2017-06-30,1
Псков - Псков,2017-06-30,1
Москва - Домодедово,2017-07-01,53
Москва - Шереметьево,2017-07-01,50
Санкт-Петербург - Пулково,2017-07-01,32
Москва - Внуково,2017-07-01,28
Новосибирск - Толмачёво,2017-07-01,17
Ростов-на-Дону - Ростов-на-Дону,2017-07-01,13
Екатеринбург - Кольцово,2017-07-01,12
Красноярск - Емельяново,2017-07-01,11
Сочи - Сочи,2017-07-01,11
Пермь - Пермь,2017-07-01,10
Сургут - Сургут,2017-07-01,10
Брянск - Брянск,2017-07-01,10
Советский - Советский,2017-07-01,9
Тюмень - Рощино,2017-07-01,8
Ханты-Мансийск - Ханты-Мансийск,2017-07-01,8
Новый Уренгой - Новый Уренгой,2017-07-01,8
Казань - Казань,2017-07-01,8
Новокузнецк - Спиченково,2017-07-01,8
Хабаровск - Хабаровск-Новый,2017-07-01,8
Челябинск - Челябинск,2017-07-01,8
Иркутск - Иркутск,2017-07-01,7
Мирный - Мирный,2017-07-01,7
Нижний Новгород - Стригино,2017-07-01,7
Ульяновск - Баратаевка,2017-07-01,7
Уфа - Уфа,2017-07-01,6
Архангельск - Талаги,2017-07-01,6
Петрозаводск - Бесовец,2017-07-01,6
Белгород - Белгород,2017-07-01,6
Киров - Победилово,2017-07-01,6
Абакан - Абакан,2017-07-01,5
Волгоград - Гумрак,2017-07-01,5
Чебоксары - Чебоксары,2017-07-01,5
Оренбург - Оренбург-Центральный,2017-07-01,5
Элиста - Элиста,2017-07-01,5
Йошкар-Ола - Йошкар-Ола,2017-07-01,5
Воркута - Воркута,2017-07-01,4
Южно-Сахалинск - Хомутово,2017-07-01,4
Нижнекамск - Бегишево,2017-07-01,4
Геленджик - Геленджик,2017-07-01,4
Минеральные Воды - Минеральные Воды,2017-07-01,4
Пенза - Пенза,2017-07-01,4
Сыктывкар - Сыктывкар,2017-07-01,4
Махачкала - Уйташ,2017-07-01,4
Краснодар - Краснодар,2017-07-01,4
Магнитогорск - Магнитогорск,2017-07-01,4
Саратов - Саратов-Центральный,2017-07-01,4
Барнаул - Барнаул,2017-07-01,4
Томск - Богашёво,2017-07-01,4
Тамбов - Донское,2017-07-01,4
Калуга - Калуга,2017-07-01,3
Астрахань - Астрахань,2017-07-01,3
Самара - Курумоч,2017-07-01,3
Калининград - Храброво,2017-07-01,3
Нижневартовск - Нижневартовск,2017-07-01,3
Ухта - Ухта,2017-07-01,3
Омск - Омск-Центральный,2017-07-01,3
Ноябрьск - Ноябрьск,2017-07-01,3
Ульяновск - Ульяновск-Восточный,2017-07-01,3
Усть-Илимск - Усть-Илимск,2017-07-01,3
Курган - Курган,2017-07-01,3
Владивосток - Владивосток,2017-07-01,3
Когалым - Когалым,2017-07-01,3
Якутск - Якутск,2017-07-01,3
Нальчик - Нальчик,2017-07-01,3
Курск - Курск-Восточный,2017-07-01,3
Кемерово - Кемерово,2017-07-01,3
Бугульма - Бугульма,2017-07-01,3
Надым - Надым,2017-07-01,3
Нарьян-Мар - Нарьян-Мар,2017-07-01,2
Саранск - Саранск,2017-07-01,2
Кызыл - Кызыл,2017-07-01,2
Урай - Петрозаводск,2017-07-01,2
Воронеж - Воронеж,2017-07-01,2
Череповец - Череповец,2017-07-01,2
Иваново - Иваново-Южный,2017-07-01,2
Анапа - Витязево,2017-07-01,2
Чита - Чита,2017-07-01,2
Владикавказ - Беслан,2017-07-01,2
Псков - Псков,2017-07-01,2
Норильск - Норильск,2017-07-01,2
Нерюнгри - Чульман,2017-07-01,2
Салехард - Салехард,2017-07-01,2
Мурманск - Мурманск,2017-07-01,2
Ярославль - Туношна,2017-07-01,1
Горно-Алтайск - Горно-Алтайск,2017-07-01,1
Ставрополь - Ставрополь,2017-07-01,1
Орск - Орск,2017-07-01,1
Белоярский - Белоярский,2017-07-01,1
Грозный - Грозный,2017-07-01,1
Стрежевой - Стрежевой,2017-07-01,1
Липецк - Липецк,2017-07-01,1
Благовещенск - Игнатьево,2017-07-01,1
Усть-Кут - Усть-Кут,2017-07-01,1
Улан-Удэ - Байкал,2017-07-01,1
Ижевск - Ижевск,2017-07-01,1
Петропавловск-Камчатский - Елизово,2017-07-01,1
Нефтеюганск - Нефтеюганск,2017-07-01,1
Братск - Братск,2017-07-01,1
Москва - Домодедово,2017-07-02,54
